id,label
1,1
2,5
3,6
4,5
5,4
6,7
7,0
8,4
9,2
10,3
11,4
12,6
13,7
14,6
15,5
16,7
17,2
18,3
19,8
20,6
21,1
22,6
23,6
24,8
25,5
26,0
27,4
28,0
29,1
30,6
31,9
32,3
33,5
34,8
35,0
36,8
37,8
38,7
39,6
40,5
41,4
42,7
43,2
44,4
45,5
46,0
47,9
48,3
49,7
50,7
51,3
52,8
53,7
54,4
55,4
56,7
57,5
58,3
59,1
60,2
61,1
62,1
63,7
64,2
65,6
66,5
67,3
68,0
69,8
70,4
71,3
72,8
73,6
74,1
75,7
76,9
77,6
78,6
79,5
80,0
81,3
82,8
83,6
84,1
85,9
86,6
87,0
88,3
89,5
90,1
91,2
92,5
93,4
94,2
95,7
96,4
97,6
98,8
99,3
100,9
101,6
102,5
103,1
104,6
105,5
106,5
107,3
108,8
109,5
110,2
111,4
112,0
113,7
114,5
115,5
116,0
117,6
118,4
119,4
120,5
121,2
122,4
123,5
124,2
125,0
126,4
127,8
128,8
129,0
130,9
131,7
132,5
133,2
134,8
135,0
136,2
137,9
138,0
139,7
140,9
141,3
142,8
143,8
144,0
145,6
146,8
147,5
148,2
149,1
150,3
151,8
152,4
153,9
154,3
155,7
156,9
157,1
158,0
159,3
160,6
161,1
162,9
163,5
164,1
165,3
166,0
167,4
168,0
169,5
170,0
171,3
172,6
173,2
174,3
175,7
176,1
177,1
178,3
179,2
180,7
181,2
182,6
183,3
184,7
185,6
186,2
187,9
188,6
189,2
190,4
191,6
192,9
193,2
194,1
195,1
196,0
197,5
198,8
199,7
200,1
201,0
202,2
203,9
204,4
205,0
206,7
207,5
208,3
209,6
210,3
211,9
212,3
213,3
214,9
215,1
216,3
217,1
218,7
219,4
220,9
221,2
222,0
223,9
224,3
225,9
226,8
227,5
228,6
229,9
230,7
231,2
232,0
233,8
234,7
235,5
236,8
237,5
238,4
239,1
240,1
241,6
242,0
243,4
244,9
245,0
246,0
247,7
248,2
249,0
250,7
251,9
252,0
253,7
254,4
255,2
256,7
257,5
258,0
259,4
260,5
261,8
262,4
263,8
264,8
265,6
266,4
267,8
268,0
269,1
270,3
271,5
272,1
273,0
274,8
275,4
276,1
277,4
278,1
279,0
280,6
281,8
282,6
283,2
284,2
285,0
286,4
287,3
288,0
289,5
290,3
291,3
292,6
293,0
294,1
295,8
296,8
297,0
298,2
299,3
300,2
301,3
302,3
303,0
304,5
305,1
306,1
307,8
308,7
309,3
310,5
311,6
312,4
313,2
314,3
315,2
316,3
317,4
318,1
319,9
320,1
321,8
322,9
323,5
324,9
325,5
326,1
327,5
328,3
329,5
330,9
331,3
332,1
333,6
334,7
335,2
336,6
337,3
338,6
339,3
340,8
341,1
342,4
343,0
344,5
345,0
346,5
347,0
348,8
349,5
350,1
351,4
352,6
353,4
354,1
355,3
356,3
357,6
358,7
359,7
360,8
361,2
362,2
363,2
364,5
365,1
366,6
367,2
368,4
369,8
370,2
371,2
372,7
373,2
374,0
375,7
376,1
377,9
378,7
379,4
380,8
381,1
382,4
383,7
384,2
385,5
386,6
387,3
388,2
389,5
390,2
391,3
392,8
393,5
394,9
395,2
396,6
397,1
398,5
399,4
400,6
401,1
402,7
403,6
404,9
405,1
406,6
407,1
408,6
409,0
410,4
411,2
412,7
413,7
414,8
415,1
416,4
417,4
418,5
419,6
420,6
421,7
422,6
423,6
424,5
425,3
426,4
427,9
428,2
429,5
430,9
431,3
432,9
433,0
434,6
435,0
436,8
437,7
438,4
439,2
440,3
441,5
442,8
443,8
444,6
445,1
446,2
447,1
448,4
449,3
450,4
451,8
452,0
453,7
454,1
455,6
456,2
457,9
458,1
459,6
460,2
461,0
462,9
463,1
464,5
465,4
466,8
467,7
468,4
469,9
470,9
471,6
472,0
473,1
474,9
475,6
476,8
477,1
478,4
479,0
480,6
481,6
482,1
483,0
484,5
485,2
486,1
487,4
488,3
489,8
490,5
491,7
492,1
493,4
494,9
495,6
496,5
497,8
498,2
499,3
500,8
501,0
502,5
503,2
504,0
505,2
506,1
507,1
508,5
509,8
510,0
511,1
512,2
513,5
514,3
515,1
516,1
517,7
518,3
519,1
520,5
521,3
522,1
523,0
524,4
525,7
526,6
527,6
528,6
529,9
530,7
531,9
532,2
533,1
534,9
535,2
536,3
537,7
538,0
539,8
540,5
541,6
542,4
543,2
544,5
545,2
546,9
547,0
548,9
549,1
550,7
551,4
552,1
553,0
554,6
555,4
556,2
557,9
558,8
559,0
560,1
561,8
562,9
563,5
564,0
565,8
566,2
567,8
568,2
569,0
570,1
571,3
572,9
573,4
574,7
575,4
576,6
577,4
578,9
579,5
580,2
581,6
582,1
583,6
584,9
585,2
586,6
587,3
588,4
589,2
590,2
591,3
592,7
593,3
594,3
595,9
596,5
597,7
598,0
599,2
600,1
601,9
602,7
603,2
604,0
605,5
606,1
607,1
608,7
609,1
610,2
611,7
612,8
613,9
614,9
615,1
616,2
617,8
618,6
619,1
620,3
621,6
622,9
623,7
624,8
625,3
626,4
627,3
628,1
629,6
630,3
631,3
632,4
633,6
634,9
635,1
636,7
637,7
638,8
639,1
640,7
641,0
642,7
643,8
644,4
645,5
646,8
647,6
648,8
649,1
650,6
651,2
652,9
653,9
654,5
655,3
656,8
657,3
658,3
659,7
660,3
661,2
662,0
663,9
664,6
665,1
666,4
667,1
668,2
669,7
670,8
671,5
672,3
673,8
674,5
675,0
676,0
677,9
678,3
679,4
680,6
681,0
682,9
683,9
684,0
685,4
686,6
687,5
688,7
689,1
690,3
691,5
692,1
693,2
694,6
695,4
696,2
697,1
698,6
699,8
700,0
701,9
702,5
703,5
704,3
705,2
706,2
707,9
708,2
709,5
710,0
711,7
712,9
713,4
714,3
715,6
716,1
717,4
718,9
719,3
720,3
721,7
722,0
723,2
724,0
725,0
726,4
727,1
728,1
729,6
730,7
731,7
732,6
733,6
734,9
735,9
736,2
737,2
738,2
739,8
740,1
741,5
742,8
743,2
744,7
745,8
746,4
747,4
748,2
749,2
750,1
751,5
752,8
753,9
754,2
755,7
756,9
757,5
758,7
759,2
760,6
761,4
762,4
763,2
764,7
765,6
766,8
767,6
768,1
769,1
770,0
771,2
772,1
773,6
774,9
775,3
776,9
777,1
778,1
779,0
780,1
781,8
782,8
783,8
784,9
785,7
786,7
787,8
788,1
789,7
790,1
791,1
792,4
793,3
794,0
795,7
796,0
797,2
798,4
799,7
800,0
801,1
802,1
803,9
804,4
805,3
806,5
807,0
808,1
809,1
810,7
811,2
812,6
813,9
814,1
815,1
816,4
817,2
818,9
819,4
820,4
821,9
822,3
823,7
824,8
825,0
826,2
827,6
828,8
829,8
830,3
831,8
832,9
833,8
834,0
835,7
836,8
837,9
838,7
839,0
840,4
841,8
842,4
843,7
844,7
845,4
846,6
847,2
848,3
849,0
850,1
851,9
852,3
853,3
854,1
855,5
856,1
857,3
858,4
859,7
860,3
861,2
862,3
863,9
864,0
865,0
866,8
867,1
868,3
869,8
870,2
871,5
872,3
873,5
874,5
875,5
876,6
877,8
878,5
879,3
880,0
881,2
882,4
883,5
884,0
885,8
886,7
887,5
888,3
889,5
890,4
891,3
892,0
893,3
894,2
895,5
896,7
897,9
898,4
899,4
900,8
901,4
902,0
903,9
904,1
905,3
906,2
907,6
908,0
909,9
910,1
911,9
912,8
913,1
914,5
915,3
916,2
917,3
918,1
919,2
920,2
921,2
922,1
923,0
924,8
925,6
926,5
927,8
928,3
929,3
930,2
931,6
932,0
933,3
934,9
935,4
936,5
937,6
938,5
939,2
940,2
941,0
942,7
943,2
944,4
945,9
946,3
947,3
948,2
949,1
950,6
951,9
952,4
953,1
954,7
955,1
956,4
957,3
958,1
959,8
960,8
961,4
962,9
963,9
964,3
965,8
966,9
967,0
968,1
969,6
970,1
971,8
972,5
973,6
974,8
975,3
976,5
977,9
978,8
979,6
980,4
981,2
982,5
983,7
984,7
985,5
986,1
987,1
988,1
989,8
990,7
991,4
992,5
993,7
994,8
995,6
996,1
997,5
998,0
999,4
1000,4
1001,5
1002,6
1003,1
1004,6
1005,0
1006,8
1007,4
1008,9
1009,3
1010,2
1011,0
1012,2
1013,0
1014,6
1015,2
1016,1
1017,4
1018,2
1019,4
1020,5
1021,2
1022,8
1023,9
1024,1
1025,0
1026,6
1027,2
1028,1
1029,8
1030,2
1031,5
1032,6
1033,2
1034,5
1035,6
1036,2
1037,3
1038,3
1039,2
1040,5
1041,1
1042,1
1043,1
1044,6
1045,5
1046,3
1047,6
1048,9
1049,0
1050,9
1051,6
1052,6
1053,8
1054,4
1055,7
1056,9
1057,4
1058,0
1059,3
1060,8
1061,2
1062,8
1063,4
1064,7
